#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Onchocerca ochengi	42157	PRJEB1465	205730	Animals	Roundworms	95.5134	29.3	GCA_900537205.1	-	UYRW01	24057	13908	13698	2018/11/28	2018/11/28	Scaffold	ED	SAMEA1877845
Albugo candida	65357	PRJEB32	179049	Protists	Other Protists	34.4526	43.2	GCA_001078535.1	-	CAIX01	5216	13492	13310	2014/05/15	2015/01/30	Scaffold	The Sainsbury Laboratory	SAMEA3146300
Angiostrongylus cantonensis	6313	PRJNA178773	178773	Animals	Roundworms	6.2549	46	GCA_000331205.1	-	ANFR01	20604	-	-	2013/01/09	2014/08/06	Contig	Pontificia Universidade Catolica do Rio Grande do Sul	SAMN02953826
Leishmania sp. MAR LEM2494	1303197	PRJNA192703	192703	Protists	Kinetoplasts	30.814	59.5842	GCA_000409445.2	chromosome 1:CM004312.1; chromosome 2:CM004313.1; chromosome 3:CM004314.1; chromosome 4:CM004315.1; chromosome 5:CM004316.1; chromosome 6:CM004317.1; chromosome 7:CM004318.1; chromosome 8:CM004319.1; chromosome 9:CM004320.1; chromosome 10:CM004321.1; chromosome 11:CM004322.1; chromosome 12:CM004323.1; chromosome 13:CM004324.1; chromosome 14:CM004325.1; chromosome 15:CM004326.1; chromosome 16:CM004327.1; chromosome 17:CM004328.1; chromosome 18:CM004329.1; chromosome 19:CM004330.1; chromosome 20:CM004331.1; chromosome 21:CM004332.1; chromosome 22:CM004333.1; chromosome 23:CM004334.1; chromosome 24:CM004335.1; chromosome 25:CM004336.1; chromosome 26:CM004337.1; chromosome 27:CM004338.1; chromosome 28:CM004339.1; chromosome 29:CM004340.1; chromosome 30:CM004341.1; chromosome 31:CM004342.1; chromosome 32:CM004343.1; chromosome 33:CM004344.1; chromosome 34:CM004345.1; chromosome 35:CM004346.1; chromosome 36:CM004347.1	ATAD02	251	-	-	2013/06/07	2016/05/17	Chromosome	Kinetoplastid Genomes Consortium	SAMN04576851
Plasmodium gaboni	647221	PRJEB4435	237147	Protists	Apicomplexans	16.3031	23.6	GCA_000576715.1	-	CBUG01	25756	-	-	2014/02/03	2015/01/30	Contig	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA3138921
Phytophthora fragariae	53985	PRJNA243070	243070	Protists	Other Protists	75.9815	53.2	GCA_000686205.4	-	JHVZ04	1550	-	-	2014/05/08	2018/09/19	Scaffold	Shenzhen Entry-Exit Inspection and Quarantine Bureau	SAMN02712365
Phytophthora rubi	129364	PRJNA396163	396163	Protists	Other Protists	77.9102	53.4	GCA_009732945.1	-	QXFU01	13946	33255	33696	2019/12/05	2020/08/05	Scaffold	NIAB EMR	SAMN07449691
Globodera pallida	36090	PRJEB123	248573	Animals	Roundworms	123.625	38.7	GCA_000724045.1	-	CBXT01	6873	-	-	2014/05/25	2015/01/30	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA3139060
Cyclospora cayetanensis	88456	PRJNA316938	316938	Protists	Apicomplexans	45.4537	51.8	GCA_002893425.1	-	PDMR01	1274	-	-	2018/01/19	2018/03/21	Scaffold	OARSA, CFSAN	SAMN07337742
Aphelenchoides besseyi	269767	PRJNA834627	834627	Animals	Roundworms	44.7156	42.3	GCA_024699875.1	-	JAMPIR01	28	13249	11081	2022/08/15	2022/08/15	Scaffold	Academia Sinica	SAMN28081353
Phytopythium vexans	907947	PRJNA601986	601986	Protists	Other Protists	34.4425	58.7	GCA_023337965.1	-	JAADXV01	2878	-	-	2022/05/11	2022/05/11	Contig	Agriculture and Agri-Food Canada	SAMN13878529
Acanthamoeba lenticulata	29196	PRJNA360052	360052	Protists	Other Protists	74.6975	56.9	GCA_002105255.1	-	MSTW01	46799	-	-	2017/04/21	2017/04/21	Contig	AIT Austrian Institute of Technology	SAMN06200000
Cryptosporidium sp. chipmunk LX-2015	1603071	PRJNA272389	272389	Protists	Apicomplexans	9.50978	31.9	GCA_000831705.1	-	JXRN01	853	-	-	2015/02/03	2015/02/03	Contig	Centers for Disease Control and Prevention	SAMN03281121
Oscheius sp. G VE-2021	2881407	PRJNA768871	768871	Animals	Roundworms	128.887	41.1	GCA_022343465.1	-	JAJQXH01	86	-	-	2022/02/18	2022/02/18	Contig	University of Alabama	SAMN22068592
Meloidogyne enterolobii	390850	PRJNA340324	340324	Animals	Roundworms	162.967	-	GCA_003693675.1	-	RCFM01	42008	-	-	2018/10/29	2018/10/29	Scaffold	University of Hull	SAMN05712528
Heligmosomoides polygyrus polygyrus	243955	PRJEB57642	902635	Animals	Roundworms	625.857	45.9	GCA_947396875.1	-	CANDYI01	14228	-	-	2022/11/24	2022/11/25	Scaffold	WELLCOME SANGER INSTITUTE	SAMEA10794552
Schistosoma curassoni	6186	PRJEB519	261592	Animals	Flatworms	344.202	33.3	GCA_900618015.1	-	UZAK01	60140	23384	22695	2018/11/30	2018/11/30	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1981063
Lotmaria passim	1620387	PRJNA319530	319530	Protists	Kinetoplasts	27.6762	-	GCA_002216525.1	-	MDUF01	5924	-	-	2017/07/11	2017/07/11	Scaffold	University of Massachusetts	SAMN04893599
Plasmodiophora brassicae	37360	PRJNA353022	353022	Protists	Other Protists	24.1896	57	GCA_003992685.1	-	RZOB01	106	-	-	2019/01/04	2019/01/04	Scaffold	AAFC	SAMN06010517
Phytophthora agathidicida	1642459	PRJNA290659	290659	Protists	Other Protists	37.2385	52.6	GCA_001314445.1	-	LGTS01	3689	-	-	2015/10/14	2016/03/17	Scaffold	University of Exeter	SAMN03894432
Trichinella sp. T6	92179	PRJNA257433	257433	Animals	Roundworms	50.8537	33.5	GCA_001447435.1	-	JYDK01	5951	15241	19518	2015/11/24	2016/03/08	Scaffold	University of Melbourne	SAMN02949481
Phytophthora nicotianae	4790	PRJNA294216	294216	Protists	Other Protists	71.414	50.2	GCA_001482985.1	-	LNFP01	5317	10521	10521	2015/12/29	2015/12/29	Scaffold	Chinese Academy of Sciences	SAMN04017960
Plasmopara halstedii	4781	PRJNA416960	416960	Protists	Other Protists	79.8784	44.1	GCA_004380875.1	-	PEQV01	1761	-	-	2019/03/26	2019/03/26	Scaffold	USDA-ARS	SAMN07972602
Pythium oligandrum	41045	PRJNA379110	379110	Protists	Other Protists	36.7941	52.7	GCA_002073175.1	-	NAJK01	340	-	-	2017/03/28	2017/07/17	Scaffold	Sveriges lantbruksuniversite	SAMN06579319
Ditylenchus destructor	166010	PRJNA312427	312427	Animals	Roundworms	111.138	36.1	GCA_001579705.1	-	LSTP01	1761	-	-	2016/03/03	2016/03/03	Scaffold	Huazhong Agricultural University	SAMN04497895
Pilasporangium apinafurcum	1635159	PRJNA601986	601986	Protists	Other Protists	34.6093	45.7	GCA_023337955.1	-	JAADXU01	2583	-	-	2022/05/11	2022/05/11	Contig	Agriculture and Agri-Food Canada	SAMN13878530
Globodera rostochiensis	31243	PRJEB13504	319173	Animals	Roundworms	95.8763	36.4	GCA_900079975.1	-	FKKZ01	4281	-	-	2016/04/21	2016/04/22	Scaffold	Nematode and Neglected Genomics, IEB, University of Edinburgh	SAMEA3935095
Caenorhabditis nigoni	1611254	PRJNA306403	306403	Animals	Roundworms	134.206	38.0595	GCA_001643685.2	chromosome I:CM033478.1; chromosome II:CM033479.1; chromosome III:CM033480.1; chromosome IV:CM033481.1; chromosome V:CM033482.1; chromosome X:CM033483.1	LWKT02	2097	-	-	2016/05/13	2021/08/05	Chromosome	Hong Kong Baptist University	SAMN04349754
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	53.8827	33.3	GCA_029297435.1	-	DAGWTY01	1120	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329153
Plasmodium ovale	36330	PRJEB14392	336501	Protists	Apicomplexans	33.5296	29.3619	GCA_900090025.2	chromosome 1:LT594505.1; chromosome 2:LT594506.1; chromosome 3:LT594507.1; chromosome 4:LT594508.1; chromosome 5:LT594509.1; chromosome 6:LT594510.1; chromosome 7:LT594511.1; chromosome 8:LT594512.1; chromosome 9:LT594513.1; chromosome 10:LT594514.1; chromosome 11:LT594515.1; chromosome 12:LT594516.1; chromosome 13:LT594517.1; chromosome 14:LT594518.1; mitochondrion MIT:LT594520.1; apicoplast API:LT594519.1	FLRJ01	779	6990	6228	2016/08/03	2018/06/15	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA2394724
Plasmodium malariae	5858	PRJEB12680	317842	Protists	Apicomplexans	31.9252	24.7	GCA_900088575.1	-	FLQW01	7270	6410	6343	2016/06/16	2016/06/16	Scaffold	King Abdullah University of Science and Technology	SAMEA3867575
Cryptosporidium ubiquitum	857276	PRJNA534291	534291	Protists	Apicomplexans	9.10086	30.8	GCA_001835715.1	-	LRBR01	276	-	-	2016/10/24	2016/10/24	Scaffold	NCBI	SAMN04417249
Cryptosporidium andersoni	117008	PRJNA354069	354069	Protists	Apicomplexans	8.96562	28.6	GCA_001835735.1	-	LRBU01	1438	-	-	2016/10/24	2016/10/24	Scaffold	NCBI	SAMN04417242
Stramenopiles sp. TOSAG41-1	1735744	PRJEB6603	253557	Protists	Other Protists	30.0448	40.5	GCA_900128575.1	-	FQSI01	9021	-	-	2016/11/25	2016/11/25	Scaffold	Genoscope	SAMEA3727699
Symbiodinium microadriaticum	2951	PRJEB34894	629173	Protists	Other Protists	775.009	49.7	GCA_905231925.1	-	CAJNJV01	57558	38460	38458	2021/02/18	2021/02/18	Scaffold	Australian Centre for Ecogenomics, School of Chemistry and Molecular Biosciences, University of Queensland	SAMEA6358980
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	59.7244	50.8	GCA_016865075.1	-	RCMT01	4571	28042	28801	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN08638078
Entodinium caudatum	47911	PRJNA777442	777442	Protists	Other Protists	121.907	22.5	GCA_023783295.1	-	JAJJLF01	59135	-	-	2022/06/17	2022/06/17	Contig	Northwest Agriculture and Forestry University	SAMN22862982
Crithidia bombi	288676	PRJNA319533	319533	Protists	Kinetoplasts	31.5225	55.5	GCA_002216585.1	-	MDUH01	3333	-	-	2017/07/11	2017/07/11	Scaffold	University of Massachusetts	SAMN04893616
Peronospora effusa	542832	PRJNA453556	453556	Protists	Other Protists	32.1629	47.4	GCA_003843895.1	-	QKXF01	784	8603	8603	2018/11/27	2022/02/08	Scaffold	UC Davis Genome Center	SAMN08996247
Lagenidium giganteum	4803	PRJNA433680	433680	Protists	Other Protists	70.8731	26.2	GCA_002980415.1	-	PSQM01	25744	-	-	2018/03/07	2018/03/07	Scaffold	Auburn University	SAMN08514188
Phytophthora colocasiae	129350	PRJNA400285	400285	Protists	Other Protists	56.5926	-	GCA_002288995.1	-	NSDL01	19853	-	-	2017/09/11	2017/09/11	Scaffold	Sveriges lantbruksuniversite	SAMN07562559
Peronospora belbahrii	622444	PRJEB20871	481277	Protists	Other Protists	35.394	37.5	GCA_902712285.1	-	CACTHD01	2780	-	-	2019/12/16	2019/12/16	Scaffold	LOEWE Excellence Cluster for Integrative Fungal Research (IPF), Biodiversity and Climate Research Center, Senckenberg Gesellschaft f.r Naturforschung, and Goethe University Frankfurt am Main	SAMEA4378488
Phytophthora palmivora var. palmivora	611791	PRJNA318026	318026	Protists	Other Protists	107.773	48.7	GCA_002911725.1	-	NCKW01	24809	27163	24674	2018/02/02	2018/02/02	Scaffold	Beltsville Agricultural Research Center	SAMN04632378
Aphanomyces stellatus	120398	PRJEB24018	438631	Protists	Other Protists	62.1303	52.5	GCA_900708865.1	-	CAADRA01	7607	23505	21276	2019/03/14	2019/09/18	Scaffold	LABORATOIRE DE RECHERCHE EN SCIENCES VEGETALES, UMR 5546 UNIVERSITY OF TOULOUSE III-CNRS	SAMEA104444324
Aphanomyces euteiches	100861	PRJEB24016	438630	Protists	Other Protists	56.9046	45.9	GCA_900312765.1	-	OMPI01	604	-	-	2018/03/19	2018/03/19	Scaffold	LABORATOIRE DE RECHERCHE EN SCIENCES VEGETALES, UMR 5546 UNIVERSITY OF TOULOUSE III-CNRS	SAMEA104443621
Naegleria lovaniensis	51637	PRJNA900200	900200	Protists	Other Protists	26.8731	37.0822	GCA_027563035.1	chromosome 1:CP113616.1; chromosome 2:CP113617.1; chromosome 3:CP113618.1; chromosome 4:CP113619.1; chromosome 5:CP113620.1; chromosome 6:CP113621.1; chromosome 7:CP113622.1; chromosome 8:CP113623.1; chromosome 9:CP113624.1; chromosome 10:CP113625.1; chromosome 11:CP113626.1; chromosome 12:CP113627.1; chromosome 13:CP113628.1; chromosome 14:CP113629.1; chromosome 15:CP113630.1; chromosome 16:CP113631.1; chromosome 17:CP113632.1; chromosome 18:CP113633.1; chromosome 19:CP113634.1; chromosome 20:CP113635.1; chromosome 21:CP113636.1; chromosome 22:CP113637.1; chromosome 23:CP113638.1; chromosome 24:CP113639.1; chromosome 25:CP113640.1; chromosome 26:CP113641.1; chromosome 27:CP113642.1; chromosome 28:CP113643.1; chromosome 29:CP113644.1; chromosome 30:CP113645.1; chromosome 31:CP113646.1; chromosome 32:CP113647.1; chromosome 33:CP113648.1; chromosome 34:CP113649.1; chromosome 35:CP113650.1; chromosome 36:CP113651.1; chromosome 37:CP113652.1	-	37	-	-	2023/01/03	2023/01/03	Chromosome	Institut Pasteur	SAMN31682408
Trypanosomatidae sp. Fi-14	2582832	PRJNA543408	543408	Protists	Kinetoplasts	22.9741	59.1	GCA_023091115.1	-	JAKVQF01	19120	-	-	2022/04/22	2022/04/22	Scaffold	Biology Centre CAS	SAMN11665855
Nannochloropsis salina CCMP537	1027362	PRJNA62503	62503	Protists	Other Protists	23.055	54	GCA_004335465.1	-	AFGJ01	2572	-	-	2019/03/08	2019/03/08	Scaffold	Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences	SAMN06007265
Globisporangium ultimum var. sporangiiferum BR650	1223559	PRJNA169055	169055	Protists	Other Protists	37.6314	51.1	GCA_000387525.2	-	AKYB02	5482	-	-	2013/05/02	2014/08/11	Scaffold	Michigan State University	SAMN02981434
Schistosoma bovis	6184	PRJNA451066	451066	Animals	Flatworms	373.478	33.1998	GCA_003958945.1	mitochondrion MT:CM014335.1	QMKO01	4774	11601	11576	2018/12/21	2019/02/15	Scaffold	University of Queensland	SAMN08957538
Amoebophrya sp. AT5.2	1775427	PRJNA306142	306142	Protists	Other Protists	85.5576	55.9	GCA_005223375.1	-	RXOD01	13796	-	-	2019/05/07	2019/05/07	Contig	Alfred-Wegener-Institut Helmholtz-Zentrum for Polar- und Meeresforschung	SAMN04347383
Panagrolaimus sp. LJ2414	2950588	PRJNA845886	845886	Animals	Roundworms	217.946	30.2	GCA_024447195.1	-	JAMRXY01	323	-	-	2022/07/26	2022/07/26	Contig	Seoul National University	SAMN28864280
Poteriospumella lacustris	1117027	PRJNA504604	504604	Protists	Other Protists	52.7879	26.2	GCA_008000405.1	-	SMOJ01	13826	-	-	2019/08/15	2019/08/15	Scaffold	University Duisburg-Essen	SAMEA3936173
Phytophthora melonis	120023	PRJNA746351	746351	Protists	Other Protists	73.3715	54.3	GCA_024679155.1	-	JAIKVF01	11350	-	-	2022/08/15	2022/08/15	Scaffold	Oregon State University	SAMN20204293
Cryptosporidium bovis	310047	PRJNA794035	794035	Protists	Apicomplexans	9.07513	30.7	GCA_023213085.1	-	JAKCPD01	218	-	-	2022/05/02	2022/05/02	Contig	South China Agricultural University	SAMN24603887
Phytophthora boehmeriae	109152	PRJNA702033	702033	Protists	Other Protists	39.9656	50.8	GCA_019155685.1	-	JAGDFL01	3010	12121	11937	2021/07/07	2021/07/07	Scaffold	University of St Andrews	SAMN17922340
Willaertia magna	51641	PRJNA683622	683622	Protists	Other Protists	24.6645	28	GCA_022496075.1	-	JAGYWZ01	8251	-	-	2022/03/07	2022/03/07	Contig	IHU	SAMN17032204
Perkinsus olseni	32597	PRJNA554963	554963	Protists	Other Protists	39.9022	51.7	GCA_013115125.1	-	JABANN01	3353	10024	9603	2020/05/18	2020/05/18	Scaffold	NSW Department of Primary Industries	SAMN12288126
Phytophthora vignae	67595	PRJNA702516	702516	Protists	Other Protists	56.1338	54.2	GCA_022496125.1	-	JAIEZB01	10329	-	-	2022/03/07	2022/03/07	Scaffold	Oregon State University	SAMN17967553
Paramecium bursaria	74790	PRJNA555640	555640	Protists	Other Protists	26.8187	28.8	GCA_016808065.2	-	JAEUZD02	515	-	-	2021/02/02	2021/07/06	Contig	Academia Sinica	SAMN12325350
Phytophthora idaei	53986	PRJNA391273	391273	Protists	Other Protists	60.582	51	GCA_016865095.1	-	RCMR01	5356	27353	27936	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267868
Eimeria sp. OTU-Y	2052604	PRJEB40060	734224	Protists	Apicomplexans	58.0198	49.5	GCA_904066245.1	-	CAJFCZ01	40800	-	-	2021/06/02	2021/06/02	Scaffold	Royal Veterinary College	SAMEA7277333
Heterodera schachtii	97005	PRJNA767548	767548	Animals	Roundworms	190.153	31.6	GCA_020449115.1	-	JAIZDD01	705	-	-	2021/10/13	2021/10/13	Scaffold	Wageningen University and Research	SAMN21928827
Hyaloperonospora brassicae	162125	PRJNA540582	540582	Protists	Other Protists	72.1555	47.3	GCA_019297675.1	-	SZZJ01	6436	-	-	2021/07/21	2021/07/21	Scaffold	The University of Western Australia	SAMN11547017
Pythium myriotylum	82941	PRJNA601986	601986	Protists	Other Protists	44.0237	55.2	GCA_023336135.1	-	JAADWI01	5419	-	-	2022/05/11	2022/05/11	Contig	Agriculture and Agri-Food Canada	SAMN13878589
Euplotes woodruffi	5942	PRJNA694926	694926	Protists	Other Protists	172.146	35.3	GCA_027382585.1	-	JAJLLS01	17655	-	-	2022/12/27	2022/12/27	Scaffold	Columbia University	SAMN17578963
Oscheius dolichura	473156	PRJNA768881	768881	Animals	Roundworms	72.8032	41.2	GCA_022343505.1	-	JAJQXG01	41	-	-	2022/02/18	2022/02/18	Contig	University of Alabama	SAMN22069276
Ochromonas sp.	1955567	PRJNA781406	781406	Protists	Other Protists	22.9791	38.5	GCA_023345975.1	-	JAJQQK01	4727	-	-	2022/05/12	2022/05/12	Contig	EPFL	SAMN22036296
Ophryoscolex caudatus	358021	PRJNA777442	777442	Protists	Other Protists	124.547	20.3	GCA_023783275.1	-	JAJMZV01	60911	-	-	2022/06/17	2022/06/17	Contig	Northwest Agriculture and Forestry University	SAMN22862979
Enoploplastron triloricatum	358019	PRJNA777442	777442	Protists	Other Protists	21.0201	23.3	GCA_023807245.1	-	JAJMZX01	14021	-	-	2022/06/20	2022/06/20	Contig	Northwest Agriculture and Forestry University	SAMN22862968
Ostracodinium gracile	358022	PRJNA777442	777442	Protists	Other Protists	112.793	21	GCA_023783255.1	-	JAJJKZ01	53260	-	-	2022/06/17	2022/06/17	Contig	Northwest Agriculture and Forestry University	SAMN22862990
Dasytricha ruminantium	40806	PRJNA777442	777442	Protists	Other Protists	25.8202	27	GCA_023805465.1	-	JAJJKJ01	10512	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22863012
Polyplastron multivesiculatum	47894	PRJNA777442	777442	Protists	Other Protists	110.536	20.4	GCA_023783315.1	-	JAJJLJ01	55045	-	-	2022/06/17	2022/06/17	Contig	Northwest Agriculture and Forestry University	SAMN22862974
Epidinium cattanei	2892839	PRJNA777442	777442	Protists	Other Protists	58.8933	23.6	GCA_023805485.1	-	JAJJKH01	35345	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22863014
Isotricha sp. YL-2021b	2893168	PRJNA777442	777442	Protists	Other Protists	61.9702	19.4	GCA_023805655.1	-	JAJJKU01	4207	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862995
Entodinium bursa	358014	PRJNA777442	777442	Protists	Other Protists	74.9316	22.3	GCA_023805665.1	-	JAJJKR01	34110	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22863000
Epidinium caudatum	47887	PRJNA777442	777442	Protists	Other Protists	45.2089	24	GCA_023805705.1	-	JAJJKQ01	23708	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22863002
Isotricha intestinalis	47897	PRJNA777442	777442	Protists	Other Protists	88.5553	18.1	GCA_023807045.1	-	JAJJLT01	17642	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862956
Isotricha prostoma	5987	PRJNA777442	777442	Protists	Other Protists	51.9442	18.6	GCA_023806925.1	-	JAJJLI01	9756	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862975
Heligmosomoides bakeri	375939	PRJEB57616	902261	Animals	Roundworms	310.523	46.1	GCA_947359485.1	-	CANAID01	9829	-	-	2022/11/16	2022/11/17	Scaffold	WELLCOME SANGER INSTITUTE	SAMEA9486393
Diplodinium dentatum	47889	PRJNA777442	777442	Protists	Other Protists	98.5648	21.3	GCA_023783175.1	-	JAJMZM01	50540	-	-	2022/06/17	2022/06/17	Contig	Northwest Agriculture and Forestry University	SAMN22863008
Cryptosporidium canis	195482	PRJNA893096	893096	Protists	Apicomplexans	8.74633	41.6	GCA_027243975.1	-	JAPCXB01	282	3762	3762	2022/12/22	2022/12/22	Scaffold	South China Agricultural University	SAMN31411652
Acanthamoeba sp. SK_2022c	2919603	PRJNA795591	795591	Protists	Other Protists	15.6969	60.5	GCA_027944975.1	-	JANDKB01	20778	-	-	2023/01/23	2023/01/23	Contig	Post Graduate Institute of Medical Education and R	SAMN24433777
Isotricha sp. YL-2021b	2893168	PRJNA777442	777442	Protists	Other Protists	61.156	-	GCA_023805775.1	-	JAJJKX01	4169	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862992
Dasytricha ruminantium	40806	PRJNA777442	777442	Protists	Other Protists	28.9585	21.6	GCA_023805585.1	-	JAJJKO01	12392	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22863006
Polyplastron multivesiculatum	47894	PRJNA777442	777442	Protists	Other Protists	80.3161	20.2	GCA_023807025.1	-	JAJJLM01	40212	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862969
Ophryoscolex caudatus	358021	PRJNA777442	777442	Protists	Other Protists	87.178	22.1	GCA_023783155.1	-	JAJMZK01	56634	-	-	2022/06/17	2022/06/17	Contig	Northwest Agriculture and Forestry University	SAMN22863018
Ochromonas sp.	1955567	PRJNA781406	781406	Protists	Other Protists	8.26986	40.1	GCA_023346365.1	-	JAJQQC01	1747	-	-	2022/05/12	2022/05/12	Contig	EPFL	SAMN22036288
Pythium myriotylum	82941	PRJNA716116	716116	Protists	Other Protists	49.1657	55	GCA_025583705.1	-	JAGTXC01	41674	-	-	2022/10/05	2022/10/05	Contig	Rajiv Gandhi Centre for Biotechnology	SAMN18395105
Paramecium bursaria	74790	PRJNA555640	555640	Protists	Other Protists	26.8177	28.8	GCA_016759035.1	-	VMTT01	515	-	-	2021/01/25	2021/01/29	Contig	Academia Sinica	SAMN12325316
