#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Aureobasidium melanogenum	46634	PRJNA721240	721240	Fungi	Ascomycetes	25.4327	50.1	GCA_019924415.1	-	JAHFXV01	138	9681	9681	2021/09/10	2021/09/10	Contig	University of Ljubljana, Biotechnical Faculty	SAMN18754197
Corynespora cassiicola	59586	PRJNA549429	549429	Fungi	Ascomycetes	47.5941	51.8	GCA_023653695.1	-	JAMKBG01	11593	-	-	2022/06/06	2022/06/06	Contig	University of Georgia	SAMN12086012
Penicillium paneum	68879	PRJNA833221	833221	Fungi	Ascomycetes	27.4368	48.9	GCA_023624535.1	-	JAMACD01	556	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963417
Penicillium nalgiovense	60175	PRJEB44534	840125	Fungi	Ascomycetes	31.7794	48.5	GCA_911175125.1	-	CAJVOH01	616	11118	10790	2022/04/28	2022/04/28	Scaffold	University Paris-Sud	SAMEA8618081
Penicillium roqueforti	5082	PRJNA745079	745079	Fungi	Ascomycetes	27.3286	48.0753	GCA_023141275.1	mitochondrion MT:CM041321.1	JAKIKI01	62	9748	9748	2022/04/26	2022/04/29	Scaffold	Utrecht University	SAMN20133488
Komagataella phaffii	460519	PRJNA777939	777939	Fungi	Ascomycetes	9.34338	41.1	GCA_023013205.1	-	JAJJSN01	39	-	-	2022/04/15	2022/04/15	Scaffold	University College Dublin	SAMN22894765
Penicillium oxalicum	69781	PRJNA833221	833221	Fungi	Ascomycetes	29.833	50.8	GCA_023624835.1	-	JAMABO01	215	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963384
Fusarium equiseti	61235	PRJNA730356	730356	Fungi	Ascomycetes	40.5825	48	GCA_019055045.1	-	JAHKOL01	197	-	-	2021/06/29	2021/06/29	Scaffold	University of Warmia and Mazury in Olsztyn	SAMN19113885
Rhizophagus irregularis	588596	PRJEB33553	737667	Fungi	Other Fungi	159.798	28	GCA_903189765.1	-	CAEVNM01	123	27251	28371	2021/06/18	2021/06/25	Scaffold	University of Lausanne	SAMEA5841284
Trichoderma asperellum	101201	PRJNA391234	391234	Fungi	Ascomycetes	38.4721	47.8	GCA_004154885.1	-	NKHO01	873	-	-	2019/02/08	2019/02/11	Scaffold	Nanchang normal university	SAMN07267298
Neurospora discreta	29879	PRJNA487060	487060	Fungi	Ascomycetes	37.617	49.3	GCA_009803635.1	-	RAMO01	2161	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09910567
Rhizopus delemar	936053	PRJNA475137	475137	Fungi	Other Fungi	42.7985	35.1	GCA_011763915.1	-	JAANJB01	14006	14491	14484	2020/03/27	2021/01/08	Scaffold	J Craig Venter Institute	SAMN14162330
Monascus purpureus	5098	PRJNA833221	833221	Fungi	Ascomycetes	23.295	49	GCA_023624895.1	-	JAMABL01	300	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963381
Colletotrichum gloeosporioides	474922	PRJNA484086	484086	Fungi	Ascomycetes	55.7726	52.9	GCA_003666125.1	-	QRFY01	265	-	-	2018/10/17	2019/03/13	Scaffold	Chinese Academy of Agricultural Sciences	SAMN09759449
Phyllosticta citricarpa	55181	PRJNA636278	636278	Fungi	Ascomycetes	32.317	52.3	GCA_019008475.1	-	JABUKP01	2452	-	-	2021/06/22	2021/06/22	Contig	Stellenbosch University	SAMN15070154
Colletotrichum fioriniae	710243	PRJNA625663	625663	Fungi	Ascomycetes	49.7538	51.7	GCA_014705545.1	-	JABGMX01	2350	-	-	2020/09/22	2020/09/22	Scaffold	University of Kentucky	SAMN14604510
Wallemia ichthyophaga	245174	PRJNA527765	527765	Fungi	Basidiomycetes	9.61536	45.3	GCA_004918235.1	-	SPOE01	290	4165	4165	2019/04/26	2019/04/26	Contig	Biotechnical Faculty, University of Ljubljana	SAMN11175828
Malassezia sympodialis	76777	PRJNA286710	286710	Fungi	Basidiomycetes	7.56228	58.9	GCA_001264715.1	-	LFCY01	769	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774875
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.1461	55.4	GCA_900011535.1	-	CZCJ01	4783	-	-	2016/07/08	2016/07/08	Scaffold	Laboratoire des Interactions Plantes Micro-Organismes, INRA, France	SAMEA3578491
Neofusicoccum parvum	310453	PRJNA777748	777748	Fungi	Ascomycetes	49.5574	56	GCA_023088245.1	-	JAJNKF01	7598	-	-	2022/04/21	2022/04/21	Scaffold	Shandong Agricultural University	SAMN22899339
Hanseniaspora uvarum	29833	PRJNA254213	254213	Fungi	Ascomycetes	8.09964	32	GCA_000775265.3	-	JPPO02	41	-	-	2014/09/18	2016/04/21	Scaffold	Huazhong Agricultural University	SAMN02902140
Eutypa lata	97096	PRJNA787025	787025	Fungi	Ascomycetes	55.0063	45.8	GCA_022661275.1	-	JAKULS01	525	-	-	2022/03/21	2022/03/21	Contig	The Australian Wine Research Institute	SAMN23765747
Saccharomyces boulardii (nom. inval.)	252598	PRJNA274654	274654	Fungi	Ascomycetes	11.5708	38.1	GCA_001545975.1	-	LNQF01	164	-	-	2016/02/02	2016/02/02	Scaffold	Institute of Microbial Technology	SAMN04270873
Rhizopus microsporus var. rhizopodiformis	90259	PRJNA526061	526061	Fungi	Other Fungi	27.74	37.4	GCA_006680115.1	-	SMRR01	115	-	-	2019/07/05	2019/07/05	Contig	TGen-North	SAMN11086636
Pichia kudriavzevii	4909	PRJDB5635	382946	Fungi	Ascomycetes	12.3627	37.8	GCA_018402885.1	-	BHFP01	76	-	-	2021/04/02	2021/04/03	Contig	Research Institute for Sustainable Chemistry, National Institute of Advanced Industrial Science and Technology	SAMD00076889
Saccharomyces uvarum	230603	PRJNA388544	388544	Fungi	Ascomycetes	11.6568	39.9	GCA_002242635.1	-	NOWX01	55	-	-	2017/08/07	2017/08/07	Scaffold	CNRS UMR 5800	SAMN07178575
Trichosporon asahii var. asahii CBS 8904	1220162	PRJNA172216	172216	Fungi	Basidiomycetes	25.2996	59.3607	GCA_000299215.2	mitochondrion MT:JH925097.1	AMBO01	194	9083	8528	2012/09/24	2014/08/11	Scaffold	Beijing Military Command General Hospital of PLA, China	SAMN02981446
Ogataea polymorpha	460523	PRJNA756329	756329	Fungi	Ascomycetes	8.96468	47.7	GCA_019207815.1	-	JAHLVO01	48	5450	5450	2021/07/13	2021/07/13	Scaffold	NCBI	SAMN18128825
Ustilago hordei	120017	PRJNA395628	395628	Fungi	Basidiomycetes	27.0567	51.1	GCA_003012045.1	-	NPMZ01	70	-	-	2018/03/20	2018/03/20	Scaffold	Jawaharlal Nehru Centre for Advanced Scientific Research	SAMN07445201
Heterobasidion irregulare	984962	PRJEB8921	300979	Fungi	Basidiomycetes	26.3748	52.5	GCA_001457935.1	-	CVKW01	14	-	-	2015/11/03	2015/11/03	Scaffold	UNIVERSITY OF TORINO	SAMEA3323520
Aureobasidium pullulans	5580	PRJNA723004	723004	Fungi	Ascomycetes	28.7729	50.3	GCA_018408745.1	-	JAGUQE01	140	-	-	2021/05/19	2021/05/19	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN18883772
Rhodotorula toruloides	5286	PRJDB3691	313852	Fungi	Basidiomycetes	20.3214	61.6	GCA_001600215.1	-	BCJE01	38	-	-	2016/03/01	2016/03/01	Scaffold	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	SAMD00028412
Fusarium fujikuroi	5127	PRJEB14872	412609	Fungi	Ascomycetes	45.7654	47	GCA_900096645.1	-	FMJU01	86	16260	15920	2017/10/03	2017/10/03	Scaffold	Technische Universitat Munchen - WZW	SAMEA4440729
Pyricularia grisea	148305	PRJNA304354	304354	Fungi	Ascomycetes	42.4585	48.8	GCA_001548795.1	-	LOFB01	2196	-	-	2016/02/04	2016/02/04	Scaffold	Fujian Agriculture and Forestry University	SAMN04318446
Hortaea werneckii	91943	PRJNA428320	428320	Fungi	Ascomycetes	25.2605	53.5	GCA_024761435.1	-	JAHCCE01	589	9234	9234	2022/08/29	2022/08/29	Contig	Biotechnical Faculty, University of Ljubljana	SAMN18753924
Aspergillus parasiticus	5067	PRJNA575261	575261	Fungi	Ascomycetes	38.5034	48.3	GCA_019419805.1	-	WELH01	1434	-	-	2021/07/30	2021/07/30	Contig	USDA-ARS-WRRC	SAMN12882248
Botryosphaeria dothidea	55169	PRJNA785365	785365	Fungi	Ascomycetes	47.3283	54.4	GCA_029169225.1	-	JAJQKF01	178	-	-	2023/03/13	2023/03/13	Contig	Peiking University	SAMN23555212
Fusarium solani	169388	PRJNA855134	855134	Fungi	Ascomycetes	54.7255	50.6	GCA_027945525.1	-	JAOQAT01	1595	17742	17956	2023/01/24	2023/01/24	Scaffold	University of California, Riverside	SAMN30354178
Torulaspora delbrueckii	4950	PRJEB46640	790550	Fungi	Ascomycetes	9.15131	42	GCA_931298355.1	-	CAKNSO01	48	-	-	2022/02/19	2022/02/26	Contig	Centre of Molecular and Environmental Biology, UM, Portugal	SAMEA8995733
Macrophomina phaseolina	35725	PRJNA687837	687837	Fungi	Ascomycetes	58.0525	50.9	GCA_020875675.1	-	JAEQDR01	187	-	-	2021/11/15	2021/11/15	Contig	University of Pennsylvania	SAMN17156267
Alternaria arborescens	156630	PRJNA702449	702449	Fungi	Ascomycetes	2.34949	51.1	GCA_025426055.1	chromosome 8:CP104802.1	-	1	-	-	2022/09/27	2022/09/27	Complete Genome	Agriculture and Agri-Food Canada	SAMN30889205
Penicillium solitum	60172	PRJNA833221	833221	Fungi	Ascomycetes	31.8118	48	GCA_023624755.1	-	JAMABR01	207	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963387
Brettanomyces bruxellensis	5007	PRJNA592329	592329	Fungi	Ascomycetes	17.8165	39.8	GCA_012295375.1	-	WOTX01	595	-	-	2020/04/14	2020/04/14	Contig	Carlsberg Research Laboratory	SAMN13421994
Dothistroma septosporum	64363	PRJNA381823	381823	Fungi	Ascomycetes	30.2678	53	GCA_002236655.2	-	NBZK02	181	-	-	2017/07/28	2019/04/09	Scaffold	Massey University	SAMN06689744
Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7	1095631	PRJNA73971	73971	Fungi	Ascomycetes	23.3715	39	GCA_000326105.1	plasmid Sc2uM:AGVY01000419.1	AGVY01	419	10728	9143	2011/12/23	2014/08/11	Contig	The Australian Wine Research Institute	SAMN02981388
Spraguea lophii	51541	PRJNA269798	269798	Fungi	Other Fungi	7.65267	23	GCA_011074945.1	-	JAABPK01	3942	-	-	2020/03/09	2020/03/09	Contig	Newcastle University	SAMN03257636
Tolypocladium inflatum NRRL8044	1086729	PRJNA73163	73163	Fungi	Ascomycetes	30.2177	58	GCA_000421905.1	-	AOHE01	194	-	-	2013/07/10	2014/08/11	Contig	Oregon State University	SAMN02981502
Fusarium asiaticum	282267	PRJNA291971	291971	Fungi	Ascomycetes	36.385	48.3	GCA_001717835.1	-	LHTZ01	353	-	-	2016/08/31	2017/01/17	Scaffold	Government of Canada	SAMN03958815
Rhizoctonia solani	456999	PRJNA645424	645424	Fungi	Basidiomycetes	45.0095	47	GCA_015342405.1	-	JACYCF01	96	11505	11505	2020/11/10	2020/11/10	Scaffold	Seoul National University	SAMN15504404
Fusarium virguliforme	232082	PRJNA289542	289542	Fungi	Ascomycetes	50.1523	50.9	GCA_001680605.1	-	MADY01	25286	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857063
Penicillium expansum	27334	PRJNA225688	225688	Fungi	Ascomycetes	31.4157	48.2	GCA_000688875.1	-	JHUC01	1231	-	-	2014/04/08	2014/06/24	Contig	JCVI	SAMN02716838
Mortierella alpina	64518	PRJNA340815	340815	Fungi	Other Fungi	37.2826	50.3	GCA_015679415.1	-	JAAAUT01	2684	10989	10869	2020/11/24	2021/01/04	Scaffold	DOE Joint Genome Institute	SAMN05720462
Fusarium circinatum	48490	PRJNA41113	41113	Fungi	Ascomycetes	43.9492	47.4374	GCA_000497325.3	chromosome 1:CM004511.1; chromosome 2:CM004512.1; chromosome 3:CM004513.1; chromosome 4:CM004514.1; chromosome 5:CM004515.1; chromosome 6:CM004516.1; chromosome 7:CM004517.1; chromosome 8:CM004518.1; chromosome 9:CM004519.1; chromosome 10:CM004520.1; chromosome 11:CM004521.1; chromosome 12:CM010400.1	AYJV02	422	-	-	2013/11/18	2018/08/01	Chromosome	Pitch canker sequencing project	SAMN02371877
Claviceps purpurea	5111	PRJNA528707	528707	Fungi	Ascomycetes	30.6261	51.8	GCA_018360655.1	-	SRQS01	1331	8717	8597	2021/05/14	2021/05/14	Contig	None	SAMN11159864
Alternaria alternata	5599	PRJNA548054	548054	Fungi	Ascomycetes	33.5279	50.9912	GCA_011420565.1	mitochondrion MT:CM022156.1	VEOK01	15	-	-	2020/03/18	2020/03/19	Contig	National Agri-Food Biotechnology Institute	SAMN11998267
Lentinula edodes	5353	PRJNA572463	572463	Fungi	Basidiomycetes	37.713	46	GCA_027886755.1	-	JANVFL01	1850	14073	13817	2023/01/17	2023/01/17	Scaffold	DOE Joint Genome Institute	SAMN12811543
Kluyveromyces marxianus	4911	PRJNA659948	659948	Fungi	Ascomycetes	10.7945	40.11	GCA_017309885.1	chromosome 2:CM029592.1; chromosome 6:CM029593.1; chromosome 8:CM029594.1	JACVOB01	16	-	-	2021/03/09	2021/03/09	Chromosome	Worcester Polytechnic Institute	SAMN15931235
Penicillium chrysogenum	5076	PRJNA659567	659567	Fungi	Ascomycetes	31.5624	49	GCA_015586055.1	-	JACSPD01	445	-	-	2020/11/18	2020/11/18	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN15915640
Tilletia indica	43049	PRJNA393317	393317	Fungi	Basidiomycetes	28.9675	55	GCA_009428365.1	-	RDSJ01	4624	9677	9677	2019/10/30	2019/10/30	Scaffold	Agriculture and Agri-Food Canada	SAMN07327560
Bipolaris sorokiniana	45130	PRJNA582456	582456	Fungi	Ascomycetes	34.3296	48.1	GCA_013416765.1	-	WNKQ01	96	10755	10755	2020/07/16	2020/07/16	Scaffold	College of Agronomy	SAMN13164483
Wickerhamomyces anomalus	4927	PRJNA521462	521462	Fungi	Ascomycetes	12.7217	34.5	GCA_009707815.1	-	SHLV01	389	-	-	2019/11/25	2019/11/25	Contig	UNICAMP	SAMN10888684
Nematocida parisii	586133	PRJNA579982	579982	Fungi	Other Fungi	3.94684	34.5	GCA_024243795.1	-	JALPML01	191	2528	2528	2022/07/13	2022/07/13	Scaffold	University of Toronto	SAMN13280727
Pyrenophora teres f. teres 0-1	861557	PRJNA392275	392275	Fungi	Ascomycetes	46.5121	46.618	GCA_006112615.1	chromosome 1:CM016795.1; chromosome 2:CM016796.1; chromosome 3:CM016797.1; chromosome 4:CM016798.1; chromosome 5:CM016799.1; chromosome 6:CM016800.1; chromosome 7:CM016801.1; chromosome 8:CM016802.1; chromosome 9:CM016803.1; chromosome 10:CM016804.1; chromosome 11:CM016805.1; chromosome 12:CM016806.1	NPOS01	55	-	-	2019/05/17	2019/06/06	Chromosome	NDSU	SAMN07291684
Exophiala dermatitidis	5970	PRJNA628510	628510	Fungi	Ascomycetes	26.6252	51.4	GCA_028028135.1	-	JAJGBY01	67	9590	9525	2023/01/26	2023/01/26	Scaffold	University of California, Riverside	SAMN15064412
Mucor circinelloides	36080	PRJNA833221	833221	Fungi	Other Fungi	31.0023	37.9	GCA_023629855.1	-	JAMAMG01	2024	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27964200
Bipolaris maydis	5016	PRJNA712314	712314	Fungi	Ascomycetes	44.1994	47.7	GCA_028564845.1	-	JAQRND01	111	11847	11726	2023/02/08	2023/02/08	Scaffold	DOE Joint Genome Institute	SAMN18259652
Microbotryum violaceum	5272	PRJEB12080	358699	Fungi	Basidiomycetes	32.7623	56.2	GCA_900011735.1	-	FBRM01	157	-	-	2016/12/23	2016/12/23	Contig	Laboratoire des Interactions Plantes Micro-Organismes, INRA, France	SAMEA3706521
Puccinia striiformis f. sp. tritici	168172	PRJNA344021	344021	Fungi	Basidiomycetes	75.5778	43.5	GCA_001936605.2	-	MKXH02	996	-	-	2017/01/05	2017/03/14	Scaffold	ICAR-Indian Agricultural Research Institute, New Delhi	SAMN05818219
Trichoderma harzianum	5544	PRJNA382575	382575	Fungi	Ascomycetes	42.0564	48.6	GCA_019393575.1	-	NDBE01	919	-	-	2021/07/29	2021/07/29	Scaffold	Universidade de Sao Paulo	SAMN06710574
Fusarium proliferatum	948311	PRJNA338256	338256	Fungi	Ascomycetes	45.6895	48.6	GCA_003615215.1	-	MRDB01	581	15418	15449	2018/10/05	2018/10/05	Scaffold	NIAB-EMR	SAMN05529104
Puccinia triticina Race 77	1435980	PRJNA231547	231547	Fungi	Basidiomycetes	99.5919	-	GCA_001707215.1	-	AZRO01	37447	-	-	2016/08/17	2016/08/17	Contig	National Research Centre on Plant Biotechnology	SAMN02444500
Candida parapsilosis	5480	PRJNA231221	231221	Fungi	Ascomycetes	13.2364	38.7	GCA_014049455.1	-	JABWAA01	14	6034	5892	2020/08/03	2020/08/03	Contig	US Food and Drug Administration 	SAMN11056366
Beauveria bassiana	176275	PRJNA352877	352877	Fungi	Ascomycetes	36.5384	48	GCA_002871155.1	-	MRVG01	39	10865	10695	2018/01/10	2018/01/11	Contig	Chonbuk National University	SAMN06006479
Pleurotus ostreatus	5322	PRJNA783992	783992	Fungi	Basidiomycetes	79.6728	50.9	GCA_024195665.1	-	JAKNCV01	329	-	-	2022/07/08	2022/07/08	Contig	Nankai university	SAMN23459969
Cryphonectria parasitica	5116	PRJNA644891	644891	Fungi	Ascomycetes	43.2873	51	GCA_014850485.1	-	JACWSV01	837	-	-	2020/10/05	2020/10/19	Scaffold	Swiss Federal Research Institute WSL	SAMN15481989
Agaricus bisporus var. burnettii JB137-S8	597362	PRJNA61007	61007	Fungi	Basidiomycetes	32.6144	46.7	GCA_000300555.1	-	AEOL01	2016	11459	11278	2012/10/01	2014/08/04	Scaffold	JGI	SAMN00188834
Blumeria graminis f. sp. tritici JIW2	1306134	PRJNA193393	193393	Fungi	Ascomycetes	65.2373	42.9	GCA_000417025.1	-	ASJL01	84806	-	-	2013/07/01	2014/08/11	Scaffold	University of Zurich	SAMN02981533
Verticillium dahliae	27337	PRJNA692217	692217	Fungi	Ascomycetes	34.8313	53.8	GCA_018982865.1	-	JAHAWK01	26	-	-	2021/06/21	2021/06/21	Contig	Corporacion colombiana de investigacion agropecuaria (AGROSAVIA)	SAMN17316832
Trichophyton rubrum	5551	PRJEB45548	739955	Fungi	Ascomycetes	22.1646	48.2	GCA_910592265.1	-	CAJUYS01	18	-	-	2021/07/06	2021/07/06	Scaffold	Sciensano	SAMEA8907463
Trichoderma virens FT-333	1331945	PRJNA268050	268050	Fungi	Ascomycetes	38.6301	49.4	GCA_000800515.1	-	JTGJ01	586	-	-	2014/12/09	2014/12/09	Contig	National Cheng Kung University	SAMN03202112
Trichoderma atroviride	63577	PRJNA395132	395132	Fungi	Ascomycetes	35.8982	49.9	GCA_002916895.1	-	NOLB01	637	-	-	2018/02/05	2018/02/05	Contig	Chinese Academy of Sciences, Chengdu Institute of Biology	SAMN07371837
Talaromyces marneffei PM1	1077442	PRJNA72349	72349	Fungi	Ascomycetes	28.8875	46.8	GCA_000227055.2	-	AGCC01	2780	-	-	2011/09/30	2014/08/11	Contig	Department of Microbiology, The University of Hong Kong	SAMN02981368
Fusarium oxysporum f. sp. cubense	61366	PRJNA687516	687516	Fungi	Ascomycetes	61.3822	48.2565	GCA_016802195.1	chromosome 1:CM028843.1; chromosome 2:CM028844.1; chromosome 3:CM028845.1; chromosome 4:CM028846.1; chromosome 5:CM028847.1; chromosome 6:CM028848.1; chromosome 7:CM028849.1; chromosome 8:CM028850.1; chromosome 9:CM028851.1; chromosome 10:CM028852.1; chromosome 11:CM028853.1; chromosome 12:CM028854.1; chromosome 13:CM028855.1; chromosome 14:CM028856.1; chromosome 15:CM028857.1	JAEMVW01	85	-	-	2021/02/02	2021/02/04	Chromosome	National Research Centre for Banana	SAMN17148606
Pyrenophora tritici-repentis	45151	PRJNA315205	315205	Fungi	Ascomycetes	37.5615	50.3625	GCA_022813065.1	chromosome 2:CM040602.1; chromosome 3:CM040603.1; chromosome 4:CM040604.1; chromosome 6:CM040605.1; chromosome 7:CM040606.1; chromosome 8:CM040607.1; chromosome 9:CM040608.1	JAHCSW01	72	12851	12851	2022/04/01	2022/04/04	Chromosome	Curtin University	SAMN19238098
Aspergillus oryzae	5062	PRJNA613738	613738	Fungi	Ascomycetes	38.7814	47.5	GCA_013407045.2	-	JABULI02	18	-	-	2020/07/13	2021/08/16	Contig	Chung-Ang Univiersity	SAMN15080648
Botrytis cinerea	40559	PRJNA624742	624742	Fungi	Ascomycetes	42.2279	41.9	GCA_015147955.1	-	JACVFH01	1823	-	-	2020/10/30	2020/10/30	Contig	INRAE	SAMN14582891
Fusarium verticillioides	117187	PRJNA833221	833221	Fungi	Ascomycetes	43.183	48	GCA_025503005.1	-	JAMFQT01	94	-	-	2022/09/30	2022/09/30	Scaffold	Dalian Medical University	SAMN27964118
Parastagonospora nodorum	13684	PRJNA612761	612761	Fungi	Ascomycetes	36.8368	50.3	GCA_020573595.1	-	JAIRHO01	283	17324	17198	2021/10/25	2021/10/25	Scaffold	Curtin University of Technology	SAMN14380947
Zymoseptoria tritici	1047171	PRJNA645795	645795	Fungi	Ascomycetes	39.481	52.2429	GCA_017766785.1	chromosome 1:CP062598.1; chromosome 2:CP062599.1; chromosome 3:CP062600.1; chromosome 4:CP062601.1; chromosome 5:CP062602.1; chromosome 6:CP062603.1; chromosome 7:CP062604.1; chromosome 8:CP062605.1; chromosome 9:CP062606.1; chromosome 10:CP062607.1; chromosome 11:CP062608.1; chromosome 12:CP062609.1; chromosome 13:CP062610.1; chromosome 14:CP062611.1; chromosome 15:CP062612.1; chromosome 16:CP062613.1; chromosome 18:CP062614.1; chromosome 19:CP062615.1; chromosome 20:CP062616.1; chromosome 21:CP062617.1	-	20	-	-	2021/04/05	2021/04/05	Chromosome	University of Neuchatel	SAMN15516634
Aspergillus niger	5061	PRJNA669564	669564	Fungi	Ascomycetes	36.0955	49.3	GCA_019843515.1	-	JADEYF01	25	-	-	2021/09/01	2021/09/01	Contig	Zhejiang University of Technology	SAMN16455396
Aspergillus flavus	5059	PRJNA607981	607981	Fungi	Ascomycetes	36.9328	48.3011	GCA_012896415.1	chromosome 1:CP051091.1; chromosome 2:CP051092.1; chromosome 3:CP051093.1; chromosome 4:CP051094.1; chromosome 5:CP051095.1; chromosome 6:CP051096.1; chromosome 7:CP051097.1; chromosome 8:CP051098.1	-	8	-	-	2020/04/27	2020/04/27	Chromosome	University of Georgia	SAMN14350211
Saccharomyces pastorianus CBS 1503	1429090	PRJNA522928	522928	Fungi	Ascomycetes	19.9188	22.4	GCA_013183815.1	-	DUYI01	30222	-	-	2020/05/28	2020/05/28	Scaffold	University of Wisconsin-Madison	SAMD00035484
Schizophyllum commune	5334	PRJNA720428	720428	Fungi	Basidiomycetes	36.5334	57.6	GCA_019143605.1	-	JAGVSH01	1671	-	-	2021/07/06	2021/07/06	Contig	Skoltech	SAMN18649714
Komagataella pastoris	4922	PRJEB12220	311185	Fungi	Ascomycetes	9.35198	41.1	GCA_900016505.1	-	FBTM01	127	-	-	2016/02/06	2016/02/06	Contig	Center for Biotechnology, Bielefeld University	SAMEA3719054
Rhizopus arrhizus	64495	PRJNA475137	475137	Fungi	Other Fungi	42.2393	34.9869	GCA_011952175.2	mitochondrion MT:CM022418.1	JAANRK01	12965	14415	14407	2020/04/03	2021/01/08	Scaffold	J Craig Venter Institute	SAMN14162316
Trichoderma reesei	51453	PRJNA352653	352653	Fungi	Ascomycetes	34.3192	51.6398	GCA_009835125.1	chromosome I:CP020875.1; chromosome II:CP017983.1; chromosome III:CP020876.1; chromosome IV:CP017984.1; chromosome V:CP020877.1; chromosome VI:CP020878.1; chromosome VII:CP020879.1	-	7	-	-	2020/01/09	2020/01/09	Complete Genome	Academia Sinica	SAMN05990618
Chaetomium globosum	38033	PRJNA833221	833221	Fungi	Ascomycetes	32.9157	56	GCA_023628675.1	-	JAMAKG01	854	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27964122
Clavispora lusitaniae	36911	PRJNA433226	433226	Fungi	Ascomycetes	11.9991	44.6	GCA_003675555.2	-	QOBI02	8	5272	5088	2018/10/23	2020/06/18	Contig	University of California, Riverside	SAMN08565644
Meyerozyma guilliermondii	4929	PRJNA658069	658069	Fungi	Ascomycetes	10.6217	43.7	GCA_018105795.1	-	JACRSD01	30	-	-	2021/04/20	2021/04/20	Contig	Hochschule Geisenheim University	SAMN15857039
Histoplasma capsulatum H143	544712	PRJNA29161	29161	Fungi	Ascomycetes	38.9617	42.1	GCA_000151035.1	-	ABRK01	49	9792	9547	2009/06/01	2022/05/27	Scaffold	Broad Institute	SAMN02953731
Candida tropicalis	5482	PRJNA833221	833221	Fungi	Ascomycetes	14.8986	32.4	GCA_023623695.1	-	JAMADC01	650	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963555
Ogataea angusta	870730	PRJNA756329	756329	Fungi	Ascomycetes	8.89196	49.5	GCA_019207525.1	-	JAHLVB01	91	5437	5436	2021/07/13	2021/07/13	Scaffold	NCBI	SAMN18128839
